title,link,opening_date,deadline_date,description,ods_classification,site,type
Convocatoria Regalías Minenergía,https://www.minenergia.gov.co/es/misional/sistema-general-de-regalias/convocatoria-ip-2025,,Fecha de finalización:,"A través de esta convocatoria pública y competitiva, se busca asignar cerca de$921 mil millonesde recursos del Sistema General de Regalías (SGR) bienio 2025–2026, para que los municipios productores de recursos naturales no renovables (RNNR), que sonbeneficiarios del Incentivo a la Producción (IP), presenten proyectos estratégicos que impulsen el desarrollo de sus territorios. ¡Es la oportunidad para que estos municipios transformen sus comunidades mediante proyectos que impulsen una Transición Energética Justa y sostenible! Carga tu proyecto aquí","7, 11, 12",MinEnergía,Regalías
