title,link,opening_date,deadline_date,description,ods_classification,site,type
Ampliamos las inscripciones para la conformaciÃ³n del Banco de PostulaciÃ³n de Iniciativas Regionales del Ministerio TIC,https://www.mintic.gov.co/portal/inicio/Sala-de-prensa/Noticias/403142:Ampliamos-las-inscripciones-para-la-conformacion-del-Banco-de-Postulacion-de-Iniciativas-Regionales-del-Ministerio-TIC,02 de julio de 2025,,,unknown,MinTIC,Proyectos
"Ministerio TIC publica borradores de la convocatoria de âLÃ­neas de Fomento 3.0â, para llevar Internet a 4.500 hogares de bajos recursos en Ciudad BolÃ­var",https://www.mintic.gov.co/portal/inicio/Sala-de-prensa/Noticias/401404:Ministerio-TIC-publica-borradores-de-la-convocatoria-de-Lineas-de-Fomento-3-0-para-llevar-Internet-a-4-500-hogares-de-bajos-recursos-en-Ciudad-Bolivar,21 de mayo de 2025,,,unknown,MinTIC,Proyectos
